"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Kuwait","KWT","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","25989999.9","10000","10000","300000","120000","250000","-510000","1330000","760000","1280000","830000","1210000","-90000","40000","-6030000","7250000","-14529999.9","-6320000","16320000","3660000","-239200000","-186400000","-1210700000","652665830","1519181869.02587","6701341.17431204","347351454.621611","19779208.9756995","59063714.1284736","72269842.4517434","16299834.3665165","-111516284.529561","3619441.97735906","-67111499.338334","23752969.1211401","233904109.589041","121305596.280329","111535690.174729","-5951752.85941426","1113588046.64934","1304627500.01185","3259067552.4562","2872588962.21562","1433630444.12308","485806657.755081","284647623.805362","292026510.202096","113012065.007347","-21377568.8207292","515617569.386937","-558055522.567383","-272335307.098366","752255305.966946","2114603344.83449",
"Latin America & Caribbean (excluding high income)","LAC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1257168008.99976","1411218139.60019","1098677064.13911","2150802599.09532","2208476762.8162","2424593859.60053","2798820475.29213","2735921999.9016","3407172999.902","4486990000.1024","5382751033.30236","7359689999.90167","5697346666.60142","4993000000.00168","4124414444.40037","5695321111.11111","4316569187.13851","4663813703.8037","7729232962.96296","6322370000","6843813086.90048","9785517535.99754","12754620335.1337","11711437524.4573","24126863510.9783","25733893358.7747","37490894498.6862","52569982376.1485","60163325612.9533","75950637434.6344","68263724132.7793","62862856452.6957","47027810745.0425","37158267286.6046","57718441119.1459","64578343745.7551","64737007442.8522","106639673218.646","120128049370.445","76595177556.8819","147035361478.081","170363626444.783","168841070755.551","174633910026.568","155353874063.177","145099819676.293","149250640133.932","148394237296.022","157704582146.966","135914441696.661","90608541772.3459","120952549186.842","170862679887.662","155016881020.084",
"Lao PDR","LAO","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","100000","","-130000","890000","430000","240000","","640000","","","","","","","0","-1620000","0","0","2000000","4000000","6000000","6900000","7800000","29900000","59200000","95100000","159800000","91000000","45900000","78900000","33890000","23904284.1333334","4451297.0311068","19484000.8001107","16917263","27720000","187310641","323520000","227770000","318598209.09","278805903.12","300743507.13","617755394.539664","681397257.103792","867646121.708671","1077759914.58895","935296172.783645","1693080810.93877","1358019506.22958","755524124.249368","967706086.202045","1071913715.60885","726273736.492144","1781176779.47453",
"Lebanon","LBN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","-80000","760000","3950000","6339999.9","5040000","7490000","6099999.9","2230000","290000","-12160000","1659999.9","-670000","600000","5070000","6929999.9","10480000","1250000","-270000","1590000","-15974300","3962450","17202260","48408920","157748740","10803830","20746000","6252220","37838530","131734240","137924000","3879000","1335970000","2860020313.18819","1898780570.45821","2623502612.40255","2674534372.19901","3375980757.8597","4333045470.38383","4803602660.45614","4279880834.52716","3137050288.4","3111315000.1","2661087127.6","2862509426.6","2159289951.7","2568485071.1","2522409653.4","2658003844.61444","1906392482.4039","1606894721.93483","599788270.817044","526838753.906365","655437382.076387",
"Liberia","LBR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","57140000","-33960000","20649999.9","74840000","57710000","180410000","83170000","170449999.9","144690000","41210000","71920000","287949999.9","749374.529936074","1057307.16723739","779521.780685677","-348846.763586911","-355306.888838521","829049.407289882","290149999.9","656039999.9","5941000","366352000","58544000","50942000","91301000","-9703000","-24449000","495127000","-729354660","310603220","779896560","-292028060","402937150","172979120","75351731.6495429","82802111.438061","107856671.533941","131637661.595465","283536077.408015","127803424.522852","2064680994.23868","2086006933.33333","2309981241.25","1998675365.66","501870828.620424","232679832.473779","311699760.322875","247842983.01405","129129754.833293","86681700.4596762","737967946.557703","535582905.542481","960192468.672831","87372830",
"Libya","LBY","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","317220000","70780000","125980000","-201280000","6200000","-576299999.9","262850000","-451273599.654362","-702581652.156492","-587736574.400142","-1089340260.37543","-744126662.801779","-391821735.945326","-326630705.630301","-16888867.8944498","119235407.173716","-176920553.658922","-97633681.2854538","97982197.0463219","125166197.303941","158911104.554973","91903803.1080736","99093118.9194453","58152864.1986836","-72624307.4611704","-88486065.3924703","-111721670.754033","-67915602.7333997","-127894074.619937","-128069471.477123","141000000","-133000000","145000000","143000000","357000000","1038000000","2064000000","4689000000","4111300000","1371000000","1784000000","131000000","2509000000","6000000","77000000","394799000","440000000","110000000","275537800","376500000","-487200000","603000000","50000000","-164183330",
"St. Lucia","LCA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","2998465.39057628","13000000","20600000","26000000","30900000","38200000","26500000","10000000","12000000","17000000","14518518.5185185","15000000","16444444.4444444","26629629.6296296","44785185.1851852","57744444.4444444","40940740.7407407","34162962.962963","32522222.2222222","32751851.8518519","18414814.8148148","47825925.9259259","83396296.2962963","83151851.8518519","96087233.5092607","104822050.834347","99909211.2583796","163844777.42511","121554429.100413","115484418.136259","288917009.217449","202997586.419843","195623250.593938","134978250.841727","174224983.181417","97165774.7066815","117962499.495275","125625100.051193","67259296.1343378","152240176.107529","161613065.584917","89941452.0910667","45522200.8444974","75509997.7940222","99135484.6797378","108895113.14705","32968826.6666667","138721841.111111",
"Latin America & Caribbean","LCN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1432016508.79432","1773594311.33869","918606901.333","2245072899.20568","2042157447.25043","3033600991.31154","2112442418.34181","2977422960.62003","3990553333.08901","5284527068.66918","6450100935.34026","8726915555.56413","7001790000.02102","5485151666.51897","5074691797.15316","6438675758.84941","4824695112.96443","5393704912.63704","8582378891.13132","8324614488.77447","6196994940.29004","14681341587.8108","14900304305.6292","19131752314.509","30533621297.7126","34278933287.2908","49121415145.4944","74979649590.9102","78538145841.5185","104822409697.406","124914659687.155","108787921989.984","60840475810.078","66361621939.1455","82739984910.1887","100862954950.071","112273209161.249","183213484935.311","206587053624.637","135137618403.036","244826326721.466","296642076679.287","292044501841.366","291230983485.69","289433730196.817","306968102829.585","201309788794.497","217011806847.997","217685305005.309","203015183727.535","154425254049.52","189722890424.801","243610967680.911","239007449966.211",
"Least developed countries: UN classification","LDC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","137629999.2","27809999.70068","129959984.43911","223009999.295316","216948909.974189","263836072.957929","489729102.145679","375362499.843743","537220768.666594","475133384.062825","498664003.925637","528047782.443821","340883199.195532","-46326939.4824623","160177209.382829","451419899.905201","190776422.477042","357100231.791801","580164513.988559","1189773966.35715","263433232.606244","1422082826.94191","697298687.161292","642598835.138783","870325095.646089","1436508133.86726","1433799319.91148","2885075851.04812","2225497300.34237","5050310583.11864","3883730385.95149","4268783675.91172","4315203224.67949","7171846180.76246","6384270662.59154","4833156785.20481","8785748367.96618","12231256872.987","17435331706.8208","14585154624.7696","17134898326.9671","22362413141.766","28861579841.8877","25190018176.737","29878174368.0816","37504421521.5805","25846780347.4214","20658540518.0858","16949363750.8371","19378130289.7206","19900333829.2913","24043582499.3061","19714142483.8156","21895480661.6751",
"Low income","LIC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","107039999.6","-7260000.1","64699999.7","146844999.5","148170499.276198","308183582.434761","396248472.650588","273633772.028444","466067121.815553","346614401.376609","318156145.021829","432415439.257772","107870188.582903","-157305237.454098","35747756.6500915","126905049.212354","-64537267.5129422","142963317.37136","325885952.636539","758518445.139089","127004104.655466","417125116.300242","109922566.186487","192856993.92575","526227688.239205","349670679.709895","329923209.010685","1061184761.79449","-10811366.3749568","1242257465.64717","1869470268.05263","986361310.073689","1554949212.88566","2206083453.00645","2645041891.4527","3528222478.10785","6279544823.16831","8543361643.50688","10307485986.5651","9256454202.40567","13670481975.7959","15389560662.2091","18210921897.6381","18022813151.6425","14158186207.5461","12936150780.6584","12461968958.5516","12093043369.8206","11384994457.0956","12911684424.6895","11648462442.3731","16257824972.6241","16429177306.8726","12634990611.0979",
"Liechtenstein","LIE","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19854574737.6898","9389136115.5717","6864257254.8617","17305461701.2587","1845838359.4692","-266949356.7195","44598433611.9441","33538242375.2676","16214866193.267","29934896948.2693","29875940865.4872","26414902947.0333","29482974346.8535","1154916692.2121","9340073894.6221","80400430107.7698","60669833862.7331","38999586460.5875","-87212093508.4059","","","","","",
"Sri Lanka","LKA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","-300000","300000","300000","500000","1399999.9","142711.034","1000","-1218567.2109","1474392.3733","46911742.0857","43010507.2449","49264554.4202","63567608.833","37778897.5011","32612391.0542","26162080.1604","29723119.8603","59504201.9008","45722528.5962","19741313.056","43355119.7231","48349173.7319","122625843.129","194479070.2388","166412940.1008","55995587.566","119874349.6993","430056151.833","193424023.1433","176410171.3141","172941409.8305","171790000","196500000","228720000","232800000","272400000","479700000","603000000","752200000","404000000","477559000","955920000","941116591.230408","932551317.582881","893628980.287065","679655644.244789","897049375.883533","1372723043.13402","1614044009.22884","743466231.468031","434075668.46642","592289969.90297","884150491.430208","711826200.490003",
"Lower middle income","LMC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","664263999.2","637819999.50068","701319983.221089","937855437.412948","847863892.465639","970985435.140427","964010806.11377","1111077072.69356","1187344317.97738","2303725947.79455","949844348.538317","2762012416.69813","2021330147.9849","1907720232.84407","1650334410.42259","2970821951.23797","2375255703.12485","3210453985.09213","3680206340.08666","5192760753.17819","2752567562.62826","3672110032.73645","4340768810.93978","6339486090.11753","8556646818.16279","8766712705.48784","11889207959.9778","14897940318.0098","14226519424.6257","16283848401.7612","15745870444.0304","17640302180.2715","19792403715.8965","21850840446.0207","22328721129.6517","35118429069.6858","64940802817.8705","81540314674.2543","108533298278.202","90066595719.4211","74655049125.1682","83290648603.7014","77280893877.8701","82409697627.9587","101019222334.632","121826244374.71","111707996672.348","106028650399.66","103701707488.793","111334969876.209","113427387870.563","106367616215.148","110606850189.798","90788526109.3602",
"Low & middle income","LMY","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","3089020758.75986","2918674456.05629","2711080884.80219","4578425887.02635","5617559698.20418","5792547414.66951","5787849656.54001","4891999154.31449","6373899734.12122","7304141768.25907","7463098614.50408","12068097912.4802","10002262452.6326","9126929832.6916","9106563882.1392","11422602082.7431","9474568564.71708","11168006009.9659","18190560261.0685","20416214783.2685","20097551290.7261","26901398897.3099","38590305872.8593","54780618764.9925","75764229931.536","84720668716.2545","107074877385.012","135172628078.721","133714358474.955","146923440313.769","135324748223.124","146579384121.243","136925339153.035","138644491651.423","182263610679.253","265697713830.313","329395663726.258","456165738808.808","521606118255.779","374162194996.816","565021144633.801","656975366603.906","613580203193.032","663817249323.789","611267168802.9","592405832955.734","510288598512.043","500741618729.197","582126203293.734","524413282549.558","515007548817.621","720919379327.172","579616320407.099","376376570570.037",
"Lesotho","LSO","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","0","0","440000","20000","200000","4493898.80340982","4785894.2316913","3242231.25191236","5053210.87331657","2414764.08844348","4894588.44392393","2254225.6290837","5928503.36647174","21346470.5929797","13736893.7082981","16478706.5164182","7989961.08100077","8369826.86670975","15656906.5242141","43269331.9015972","24176205.2719455","29073624.9984809","32679906.4992636","28350686.7933334","22038152.5750662","32403928.0879326","29695245.8764432","28391254.961737","43948139.9839825","55671430.9384429","27438279.6374855","24322286.6909769","75618842.2948835","11009973.0619522","91348357.1137565","9508668.85923675","61173319.2085146","56652703.213515","50427512.809291","94460146.9805725","113220010.397593","79234548.9131339","42168784.1137567","40874071.9300266","35732593.4088113","28001666.9222279","-12372192.4621816","-7820069.16054053","-25647817.1357355",
"Late-demographic dividend","LTE","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1177607893.89976","1112633524.59951","1097343656.7","1924052977.7","2440632077.18245","2522582600.89835","2745845365.37034","3155941723.36279","3887916367.7407","4534042940.68137","5048383721.92496","6286780806.49748","7132873734.56235","5527120955.72432","5671745553.84784","5591547260.64257","4724133449.67595","6456479118.55159","10165953366.1284","11044080612.9068","11729878283.8626","14533600706.1164","25738593649.104","44350160991.4425","55618792418.1811","62301527532.3369","84294978499.0657","107381696722.767","117263892284.707","117983594102.543","119475037171.67","111840245607.659","119974401308.03","125569691269.371","189996230388.579","266727347282.534","326009038195.552","481699012301.645","503356530195.236","425360031600.307","561119627101.283","655591053436.61","661968602981.615","663711651060.959","683004598691.675","702217670689.237","508697447486.02","468357903586.783","536855395066.639","514153470704.366","415236409737.332","716613805738.386","397636859478.086","127500509729.713",
"Lithuania","LTU","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30175186.8400218","31304837.6374329","72557500","152400000","362287500","918775000","564537500","380272500","442400000","660790497.921648","217398839.893754","879540745.774168","1292550783.57242","2259381844.95682","2601486958.03571","1727292156.14544","-360197700.774579","1102696146.69552","1880811089.20548","677182759.667044","768657971.982437","357323216.168925","1036954105.5948","1177533775.88122","1383731106.4056","1299841764.37371","3434299309.82763","4560496002.83869","2507626415.82615","2419329634.05406","3831114463.91848",
"Luxembourg","LUX","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10217474790","850695760","6773195000","8211019210","10035030500","71293665030","11506157400","8268305730","23252717390","10715798180","-13397250910","46620625540","43420615630","31919449680","-1240840360","15019035030","21857123290","176767314920","148011549890","52174231870","-294198545950","-23678690370",
"Latvia","LVA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30703329","55933000","282828000","244039000","331352000","474354000","371400000","348100000","324184857.470564","173500715.825042","160090702.160432","316652176.39383","591589970.743145","809856372.419322","1705667383.81543","2713412662.12001","1434273758.18366","-150022148.439267","474983591.197692","1519518896.45562","1080778947.54652","989283879.359479","1045107101.1976","812843819.517909","335420977.516689","1189985285.1542","439128427.014648","1115785160.98483","939356413.88956","3734085089.75474","1217386449.16126","1689068343.71427",
"Macao SAR, China","MAC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","20000","320000","120000","","","1220000","","","320000","","","260000","8150000","","-380000","50000","-90000","350000","-600000","","","","","","","","","","","","10593140","393961071.024012","506111200.953585","771496386.166368","1775023637.88001","2916866632.75466","5314514355.64611","3982611127.76312","-412628204.994395","3629274388.55484","1754336190.32972","3565735906.12656","3774560563.63993","2424230566.70926","486517486.302296","1859188732.28442","1701002327.73208","1729819688.96302","6490967477.64928","-6216383035.6257","5673182998.55597","2931922104.34838","528732909.516832",
"St. Martin (French part)","MAF","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","20000000","23100000","13000000","5490000","-20399999.9","5019999.9","38014962.7431903","7994056.27289948","11759988.2428342","7437548.63717074","89416222.5895141","58581335.9912382","79528177.1036931","46123623.5045972","46989196.5550045","19975166.8598062","549182.496104443","59574900.7832664","84661627.5741094","167056032.101148","165122977.794539","317462140.572328","422470462.497987","491466064.599826","550924373.94834","334768272.8902","357393801.789474","1079341332.03085","308712164.430615","826974026.933263","426553283.860634","2824557251.52006","480355698.049863","2312829823.25089","893325392.835825","1670609688.92878","2460787164.18439","2825801376.44064","2466288357.37234","1970323920.01346","1240625859.11404","2521362080.65559","2841954371.38454","3360909924.36421","3525384612.43801","3252913902.35666","2153363904.93515","2680109856.21237","3544387229.27822","1720825003.13095","1418713118.61153","2264148625.4107","2294356059.17334","1095981205.98255",
"Monaco","MCO","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11568000","66910000","23740000","78740000","75510000","37870000","127540000","103440000","84050000","73750000","151010000","190700000","258680000","536020000","726610000","263960000","297050000","372880000","251200000","241880000","345900000","225870000","87440000","149520000","309640000","521370000","155720000","386120000","586020000","357200000",
"Madagascar","MDG","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","10000000","1080000","12000000","11000000","13709798.8710188","4572770.62885884","1381044.46728693","-2767842.15201272","-3678181.29499726","-6581395.80526257","-790000","-800000","-90000","3710000","8570000","-180000","14039999.9","3470000","2910000","12816215.1627363","22387360.4554662","13681239.6478075","21132352.1522202","15357022.02314","5728097.91776414","9710167.97434065","10161891.7977257","14005421.1259566","16635429.8022046","58385285.9149158","82952580.7054987","93059224","14661798.0720596","12874087","52910748.0000001","85428623.9021933","294681941.542683","789389724.084497","1134497642.4209","1293330142.26094","912287179.835569","815534454.532063","814789934.7302","565848886.014277","372872463.262776","328059305.56932","540842779.829334","464856589.648809","612036371.422122","474311425.432437","358467141.414302","357536665.264704","467848664.235502","119264100",
"Maldives","MDV","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","-200000","70000","1970000","180000","1200000","970000","800000","-130000","-30000","-2879999.9","240000","-140000","1210000","5400000","5100000","1200000","4400000","5600000","6500000","6600000","6900000","8742866.2011335","7230710.76205489","9315251.94973543","11408883.3989708","11517966.6239708","12322250","22312447.8248753","20541053.2565792","24718599.7690471","31774435.5684086","52933701.7280929","52991121.0580686","63826812.8939882","132432080.785582","181255431.772407","157963586.774204","216468945.675274","423530663.953749","227976866.718899","360816336.210787","333375218.034334","297975993.392527","456639057.30469","457808313.566538","575658028.152192","961037565.723003","440711709.435094","642830713.618008","732227100.758867","761516184.789222",
"Middle East & North Africa","MEA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","571449999.9","175857596.115427","470412842.857064","13451606.7192508","-2984206562.65119","2139829655.65945","356466584.944535","1349416292.68391","1597054924.91562","-6475399.67743104","-3089053541.25218","7257091611.48963","11672912472.8757","5662854095.52353","6409743731.37333","2112375734.12062","2387380489.10305","-137135792.214113","2032965910.35217","1536398830.00181","3194959342.76149","1988500540.90588","1973437760.15651","4180707711.17076","5938553606.4451","1806167279.4149","4636247416.00482","8385251454.04549","9411946209.59027","7824278374.56936","11796781183.0635","6549749561.91004","5126970867.77985","11779153880.3765","20364656874.9219","53675522711.4563","89363365397.4337","107490534269.678","88664489273.0661","41637312605.2952","50212621848.3241","41865644290.0507","46867616069.3861","43598594956.3836","29470048606.591","42431167480.2407","67393527885.1658","92019374094.1877","140438559644.362","87951411779.8967","81324812100.7022","167910261731.024","124834927040.134","105051909303.49",
"Mexico","MEX","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","312107000","307000000","178384999.9","457000000","508755999.9","458411000","731451000","327101999.9","658162999.9","1332000000","2090000000","3078000000","1901000000","2192000000","1542000000","1984000000","2400000000","2634000000","2879000000","3174000000","2634000000","4762000000","4393000000","4389000000","10972500000","9526290000","9185600000","12829800000","12756764558","13941043232","18382284821","30060020323","20160111120","18157929031","25142732841","25161667683","22127741524","31019642670","29753427957","19652158435","30525248263","23894767260","18231594018","50927453416","28438274451","36249945684","38899502234","33114459875","37857187751","29946327705","31524173543","35405811449","39110305098","30199980895",
"Marshall Islands","MHL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3279622.36154915","1876761.72458854","6987311.9877883","5694746.71577748","14649434.9564544","-9356673.13181814","-4380881.13767906","21373811.8080675","32548149.3245913","9047685.07797494","-5393638.49927042","-3055847.4488757","5835497.47968519","9752051.36249508","5164920.15605116","3045061.11336896","499428.443349172","","",
"Middle income","MIC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2981980759.15986","2925934456.15629","2646380885.10219","4431580887.52635","5469389198.92798","5484363832.23475","5391601183.88943","4618365382.28604","5907832612.30567","6957527366.88246","7144942469.48225","11635682473.2224","9894392264.04967","9284235070.1457","9070816125.48911","11295697033.5308","9539105832.23003","11025042692.5945","17864674308.4319","19657696338.1294","19970547186.0706","26484273781.0097","38480383306.6728","54587761771.0667","75238002243.2968","84370998036.5446","106744954176.002","134111443316.926","133725169841.33","145681182848.122","133455277955.072","145593022811.169","135370389940.149","136438408198.416","179618568787.8","262169491352.206","323116118903.09","447622377165.301","511298632269.214","364905740794.41","551350662658.005","641585805941.698","595369281295.394","645794436172.147","597108982595.354","579469682175.076","497826629553.491","488648575359.377","570741208836.639","511501598124.868","503359086375.247","704661554354.549","563187143100.227","363741579958.939",
"North Macedonia","MKD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11210000","15740000","151156392","91325732.42024","217507099.15808","469570706.3984","114193471.4194","119041753.232","309137638.54","145329601.532","427444589.2688","733466879","611688378.605769","259530321.486","301441681.708","507920732.789","337911248.192572","402458309.805886","60879915.45137","296604200.381223","549371101.55116","380738977.544776","648732424.984647","549500829.87779","7693779.7036069","696255528.136466","854152514.519015","641500343.167691",
"Mali","MLI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","-600000","3399999.9","600000","-150000","2613001.8263408","2573754.87707782","3052755.44136922","-886305.366909783","3060000","2366532.81013673","3680103.97992036","1521577.86376028","3149060.49491759","10069648.421692","2893628.24870677","-8374099.22913333","-5989287.91098446","7050570.95296409","6363470.80392176","5729716.32402687","1205216.85000779","-21874496.9945479","4061271.09744007","17416999.6681669","111429781.431379","27209332.1745828","74360591.896402","9556713.35023085","30998905.1859113","60331623.1100395","208998473.655231","-12371106.203847","72517997.3250875","84992921.5331431","160281952.808321","148327333.705249","206337322.649109","267511185.91091","649211715.168639","371932364.723095","556875894.544289","397842480.253922","307940910.774012","144214831.237","275525536.040377","356476591.902583","560747464.368764","467295391.07784","859091549.188966","536851812.897275","639944165.358959","715469994.852307","23220550",
"Malta","MLT","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","11600000","11544861.4936237","4455199.05424475","5151890.39620357","10636044.1109678","15853077.5306963","14113136.4229389","18469880.9169504","21536997.8502885","16179875.627472","26633728.4130748","39048273.8526508","20866569.259095","24511551.5107052","26245343.3921578","18970276.3546413","21883369.2847757","19392652.9824646","40803167.5347834","51651039.8358645","30019824.4123478","90037665.2203841","84694336.1518443","56441543.4034257","151693045.263198","392188547.165383","312996146.994209","136993957.138889","323284766.09652","667032818.087456","743185324.698102","416889166.287732","-497796507.906789","911474591.335865","7469040204.51317","21801420447.3894","25035392674.1694","35591477412.0334","14837770104.3279","1444871046.00599","9244998119.92181","7806911229.55313","3323599814.67226","510057778.082709","155878728.130938","3640705146.70853","2776034107.56","42459309426.166","73050789630.2723","32381439863.0004","31484121888.7382","85551145633.207","24257553510.7974","25147936924.7083",
"Myanmar","MMR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","50000","280000","30000","1020000","3310000","0","60000","0","0","380000","0","0","-420000","780000","0","140000","-1540000","0","7806630.41152735","161144560.314889","238056791.873856","171558719.974061","104674233.142371","126091858.49119","277199199.509049","310437074.890386","387184136.000944","314450998.907852","253110104.66411","254789765.469466","208303564.372066","150511225.813866","248882510.026366","211364294.975748","234904379.027598","275812653.011391","709922015.309805","863880447.312828","1078972200.98264","901133534.876797","2519813313.27459","1333856137.27031","2254603965.49345","2175015283.77713","4083839111.71186","3278096409.87385","4804272487.31986","1768195522.55912","1735589412.93376","","","","",
"Middle East & North Africa (excluding high income)","MNA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","461010000","184730000","305939999.381979","475295438.517632","699810353.69899","81181693.7912574","558269064.188945","302681905.706019","822526610.465686","903715274.001404","235915809.336565","550770901.145393","193117175.251932","350708762.65369","996095099.893093","1432828268.34592","1053545315.66914","756328688.419361","1554500732.46961","1643526353.65766","1213456827.06323","811798619.896819","1597225888.67519","1597468794.91042","2583777529.70549","1387585795.85083","1459930762.23364","2916050107.87922","2578549580.08878","2895764859.64961","3983883368.75886","4136961591.31397","3906487835.56235","6578308808.35587","6637004266.66975","15747164943.4374","28305326940.1362","31997685752.2251","33828528302.7971","26331745719.8057","22522804618.1303","11936297736.1245","20777866090.7928","13113201294.7891","5689152592.96934","7544029616.72387","11387910993.6504","12189947698.0288","13605461533.0511","13259179685.8381","8374748029.56299","8592205844.57598","14915378068.3931","9177222681.45914",
"Montenegro","MNE","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937357714.730126","975271781.796618","1550285725.39206","758254398.556855","556662007.527147","618126498.733883","446456998.007452","496993506.510357","699855695.331558","226702405.905001","560665419.031982","485653127.823429","417589860.078767","530903011.481089","693740795.71383","872558550.293815","525868956.944273",
"Mongolia","MNG","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","140000","0","0","","","","2000000","7700000","6900000","9800000","15900000","25000000","18900000","30400000","53697000","63000000","77751000","131540000","92920000","187620000","245460000","372759900","844697949.479072","623609218.24768","1691421731.58406","4571161962.80891","4272473222.93625","2059702972.91978","337768268.083172","94319767.4741563","-4156404703.77687","1494350363.46922","1951528195.81853","2443343095.41815","1719115941.52003","2173385309.77256","2504294749.65086","2247573669.8872",
"Northern Mariana Islands","MNP","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
