"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Channel Islands","CHI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","12330000","-18969999.9","-1100000","-4799999.9","2310000","50000000","-1000000","21000000","181000000","244000000","213000000","383000000","401000000","135000000","78000000","144300000","315500000","890500000","967900000","1283500000","661200000","822700000","936100000","1034300000","2582100000","2957000000","4814616000","5271400000","4627817978","8761016217.84","4860015667.52","4199763048.85","2549923142.41108","3485728421.75027","4968731407.62405","5990831828.9531","4755333483.36662","10545224588.4776","18811777951.3689","12750321998.889","14849443157.025","26369463388.8273","31801970676.0608","21120756844.0181","25527831848.9546","17766285629.0926","11362832162.4891","5237183518.21249","7942631935.04914","13579090978.7595","11447397288.6176","15176902318.5544","18236599109.4303","21737835925.3814",
"China","CHN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","80000","57000000","265000000","430000000","636000000","1258000000","1659000000","1875000000","2314000000","3194000000","3393000000","3487000000","4366000000","11156000000","27515000000","33787000000","35849200000","40180000000","45439000000","45644000000","41014000000","42095300000","47053000000","53073618897.4036","57900937467.3864","68117272181.2194","104108693867.085","124082035618.506","156249335203.202","171534650311.569","131057052869.5","243703434558.178","280072219149.935","241213868161.42","290928431467.003","268097181064.335","242489331627.399","174749584584.051","166083755721.649","235365050036.341","187169822364.755","253095616058.58","344074977062.48","190203789092.51","42727679407.24",
"Cote d'Ivoire","CIV","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","30699999.9","15699999.9","18699999.9","51000000","32600000","69060000","44780000","14650000","83310000","74750000","94659999.9","32750000","47469999.9","37530000","21739999.9","29160000","70750000","87510000","51700000","18489999.9","","","","","1472350","7008540","390970","49414450","-28876650","6348880","7872260","-5179240","-4203160","23163640","-25513950","349059586.543272","350964618.559397","443801751.423173","468377743.888902","397624744.268005","358468317.342002","301972462.517861","330255520.654571","407592122.101427","439356961.150901","494408755.776341","577871524.156215","975014998.795493","620330654.359791","848881139.442877","712915894.481616","1392435143.38301","1599115748.83327","214905250",
"Cameroon","CMR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","16000000","1700000","3299999.9","3100000","21600000","27100000","16399999.9","8710528.85937352","40548470.5361226","62099933.6753265","129827989.964101","135391025.42127","111440362.741803","213821207.604905","17667655.8671505","316229050.225977","-90700157.5127854","115925994.899277","92362479.4838296","-85734446.5454484","-112831336.842375","-14498049.7545054","29203775.7802858","5120733.12285922","3674320.50910657","15105727.2922078","104417058.426533","149614497.755635","55231294.1577247","35009801.8441187","159708006.201387","-11668387.3783906","505256043.293607","334888535.860208","67984855.6422292","243601636.500456","59122291.3428058","189581294.625153","20995513.7446128","746276648.961818","536265313.198885","653266626.571786","527363935.614182","547404749.757182","725854540.914877","694336734.87982","663893595.165465","814458940.927625","765092012.778526","1024779237.90889","675186993.65287","963531503.483345","925681548.563252","-109133290",
"Congo, Dem. Rep.","COD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","6429999.9","5740000","10470000","17719999.9","51979999.9","9119999.9","238430000","18190000","97680000","143849999.9","109620000","69629999.9","-2370000","-192789999.9","-32450000","69189999.9","5549999.9","-55079999.9","-3939999.9","-6110000","","","","882890","10","200340","19348090","17188960","-1222670","-1065390","-1800000","900000","21990660","23431560","7565530","180000000","256100000","1808000000","1726800000","-243200000","2742300000","1596024303.85686","2891607809.09542","1697585830.80626","1499572152.49797","1165720010.30767","932374669.380907","1047979482.55526","1407563588.42423","1350994226.20535","1498084807.8648","1677673789.73561","1409373841.76263","2375258886.51998",
"Congo, Rep.","COG","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","5099999.9","48700000","66299999.9","68299999.9","46100000","15400000","2379999.9","1986323.6","4050415.52677771","16481632.6620511","40032269.0162729","30842951.4557126","35349296.9308788","56079518.9803241","34948545.6926496","12689672.804521","22439698.3136535","43448956.4120195","9095236.52932368","-7125213.1","3793000","1309000","1208000","1129000","-912000","112782084.60409","62427618.5785834","-49200799.9052803","-169664715.515787","-68298651.8368345","-98141674.3463606","-135479673.015224","200095651.485644","220038914.195923","88557997.2244039","801314933.871917","1489015781.25323","1424251935.63471","1947972913.20639","1189051286.3797","1522228646.33912","298678855.105983","-69249948.2173565","1878859499.34966","2891102397.12388","4279839199.11278","50608700.3526123","44933600","13614870","-1427679257.05894","-1983178866.50125","-320209517.696022","24909590","26364470",
"Colombia","COL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","42999999.9997559","43128139.9995117","18457070","23842600","40889759.9996338","37068850","25000000","65000000","107000000","127000000","157137699.999756","265000000","366000000","618000000","584000000","1023000000","674000000","319000000","203000000","576000000","500000000","456900000","728700000","959100000","1446497261.33581","968368273.647335","3111676589.81669","5562216361.61769","2828826261.61251","1507907130.44589","2436459923.42856","2541942612.20739","2133698124.14946","1720493455.49813","3115635873.52058","10235417315.1376","6750625311.15878","8885764397.56293","10564155795.9327","8034746177.08445","6429989612.99413","14647048638.4496","15039979138.8914","16210419015.9816","16168701714.7497","11620532645.7092","13857937720.8026","13700880445.1998","11298692773.8486","13989154028.3683","7458624984.21929","9561335276.67571","17182521349.9059","17144522051.9865",
"Comoros","COM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","1919999.9","","0","0","150000","0","0","0","0","7546566.71700799","3767051.25949986","3266400.37765459","393003.10379242","2506163.33401032","-1446978.12497841","190704.780596668","177714.239994358","889525.017698177","","","","","","","","793243.734562134","672560.378635006","558865.800033729","778420.21387879","7691947.28915694","4650574.15690676","13839598.1677915","8350406.72212106","23118440.5401983","10375197.4614675","","4684558.67518381","4936699.51044481","3569823.72997217","3919473.02500835","5672348.12858","4300803.9663215","3875846.08058854","4024772.1820532","4128667.47538991","5352754.89432874",
"Cabo Verde","CPV","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","-8734.17839975294","2786140.59499304","597911.680022202","174023.256534689","252601.216598285","1744334.22803128","450471.753014846","3644068.12685392","2128443.3544658","26180647.1200555","28528007.7360696","11576610.7394555","6793745.39412884","53935025.3549158","34202238.3816146","9010186.20568656","14759046.6769552","39216510.8127633","67638273.8033899","80513541.3322083","131539968.034584","191764359.163339","210903689.269434","126003552.248347","116200563.572313","102246382.223796","128009964.769677","89297443.9961387","180589795.413074","96071472.8368678","126312006.101644","111711633.73814","103550532.589033","122921295.022726","67619883.9199239","91456883.2590196","122015528.984869","158735894.913156",
"Costa Rica","CRI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","26345009.9","22100000","25846010","37700000","46310009.9","69022010","61952010","62500000","48600000","43500000","52600000","69600000","28900000","60700000","55900000","69900000","61000000","80300000","122200000","101300000","162500000","178400000","226000000","246700000","297600000","336900000","426950000","409440000","614500000","619469212","723426415.264239","621846413.159734","723172624.768835","774386239.764205","1083718486.49799","1528787464.115","1801002598.41588","2241492021.19677","2436112218.26755","1614614468.45234","1906923793.45078","2733268839.98155","2696295210.67893","3205384976.80294","3242149796.9724","2955521680.83967","2620435490.61534","2924906990.98245","3014543618.02812","2719031329.42268","2103003648.9836","3592802258.09677","3673404328.97314","4687479757.85749",
"Caribbean small states","CSS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","102278499.794566","64416171.6384982","115079837.09389","130280300.110363","154647684.534229","24029152.2832666","30565965.2905763","27129294.116955","15006999.9","48143735.3943483","104688235.294348","196422222.12159","86583333.3348111","129683333.334911","-10110980.4805416","50972085.3800245","-6890740.64074076","2948148.14814804","6327557.4581481","-100219628.572593","199020690.202407","193457179.027778","306971111.111111","243453224.981111","320094685.185185","455592268.668519","329564632.208148","539684424.975926","519954926.674444","610496131.045926","828707353.871194","767295927.495817","842932500.853529","914957837.004401","1150850417.63626","1619038587.60798","2023514384.45216","2200703256.76332","2448311174.42821","1826805058.39144","1935681947.62092","2089949787.35434","2291296989.4012","1651219272.22004","1814826269.04108","1824936805.34826","1977620831.18107","1481908236.28486","2526206294.86203","2995680333.62073","2251362342.4245","3396124608.12321","1740006747.67377","1037718513.2478",
"Cuba","CUB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70502234.6368715","69702234.6368715","-1508379.88826815","69296089.3854749","146435754.189944","133083798.882682","172681564.24581","126924996.849162","203230453.620112","155743256.268156","170912620.061453","175616794.949721","136602563.648045",
"Cayman Islands","CYM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","1830000","2540000","41009999.9","25719999.9","75109999.9","56549999.9","19559999.9","97120000","19930000","17520000","668240000","453980000","14279999.9","104739999.9","22430000","79459999.9","281553270","71287900","53293180","332672480","12515650","266015360","850591260","3807859050","3241551670","3854761830","8504608000","5983789000","-6024905000","6184165000","4457308000","5627597000","5598132000","6148919000","9870355000","4967722000","24859320400","31083828230","23268646790","19070902210","18018661440","71046342340","2684234739.26842","2506466933.66629","173644548.798714","1080420248.60699","6875780107.98604","-807807825.131414","-2919604162.79418","20421626280",
"Cyprus","CYP","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","20199999.9","29600000","36399999.9","37200000","32399999.9","18100000","32399852.8125131","41409229.3606028","57026191.2298309","70533030.8769439","84973393.7852126","78304678.2724331","71520842.9723068","68357791.4422966","52686514.2461279","57954233.5621669","46319251.9054824","51964617.6382809","62147895.5615331","69749822.2137683","126615461.385104","81820990.7445387","107441112.68656","83432989.4040103","75174068.6034487","243136818.613671","233749453.825101","546519214.603177","345398143.229373","813054280.084962","854874285.662107","944742873.957096","1103449726.13198","908147517.991038","1118841808.54652","1161973511.03819","1871897927.22828","2294635570.94299","12297296307.4339","64632059145.0638","31031904287.2207","40445860585.0788","69972767553.5803","25966316070.5419","51738978689.3285","28960532080.4595","8508203489.4198","14406568776.0425","-1110259659.48526","52834747335.586","-26023544826.6398","7723854390.05685","480194908.40874","-8942336964.35326",
